Group,F1 score,Accuracy,Precision,Recall
Women,0.6751592356687898,0.9646324549237171,0.9137931034482759,0.5353535353535354
Men,0.6780141843971632,0.9599929502996123,0.9157088122605364,0.5382882882882883
