Group,F1 score,Accuracy,Precision,Recall
Ages 0 to 20,0.6666666666666665,0.9508196721311475,0.6,0.75
Ages 20 to 40,0.7884615384615384,0.9779116465863453,0.9761904761904762,0.6612903225806451
Ages 40 to 60,0.7461139896373057,0.9682539682539683,0.9171974522292994,0.62882096069869
Ages 60 to 80,0.7394957983193277,0.9645390070921985,0.8661417322834646,0.6451612903225806
Ages 80 to 100,0.8050314465408807,0.9731136166522116,0.9411764705882353,0.7032967032967034
